content_type,title,description,url,date,document_type,price,related_products,length,views
Article,Pro Tools 2020.3 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2020-3-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.3 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2020-3-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2018.7 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2018-7-Release-Info,2026-01-26,Download,,"Pro Tools, Pro Tools HD",,
Article,Pro Tools 2020.12 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2020-12-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.11 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2020-11-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.9 & 2020.9.1 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2020-9-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.5 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2020-5-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2018.10 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2018-10-Release-Info,2026-01-26,Download,,Pro Tools,,
Article,Pro Tools 2019.12 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2019-12-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.12 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2020-12-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2021.3 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2021-3-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2020.11 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2020-11-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2019.12 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2019-12-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2018.10 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2018-10-Release-Info,2026-01-26,Download,,Pro Tools,,
Article,Pro Tools 2021.3 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2021-3-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2018.7 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2018-7-Release-Info,2026-01-26,Download,,"Pro Tools, Pro Tools HD",,
Article,Pro Tools 2019.10 リリース情報,,https://kb.avid.com/articles/ja/Knowledge/Pro-Tools-2019-10-Release-Info,2026-01-26,Download,,,,
Article,Pro Tools 2018.12 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2018-12-Release-Info,2026-01-26,Download,,"Pro Tools, Pro Tools HD",,
Article,Pro Tools 2021.12 Release Info,,https://kb.avid.com/articles/en_US/Knowledge/Pro-Tools-2021-12-Release-Info,2026-01-26,Download,,,,
Video,Pro Tools 11 ‒ Avid Video Engine ‒ Avid,"Play and edit HD video right in the Pro Tools timeline-without transcoding. With the built-in Avid Video Engine-the same core engine as in Media Composer-you can add, edit, and play a variety of HD video formats (such as QuickTime, XDCAM, and more) and Avid DNxHD sequences directly in the Pro Tools timeline-without transcoding. Plus, you can monitor the picture playback using video interfaces from Avid, AJA, and Blackmagic Design. Get an in-depth walkthrough of Pro Tools 11.",https://www.youtube.com/watch?v=si5BIXRz1vU,2013-07-18,,,,4:03,60235
Video,How to use VST3 Plugins in Sibelius,"Sibelius 2026.5 brings support for VST3 plugins! In this video, you'll learn how to use VST3 and other plugins within Playback Configurations, and how they fit into your existing Sibelius workflow. 00:00 - Intro 00:22 - Accessing your VST3 plugins 00:55 - Changing Playback Configuration 01:18 - Kontakt example 01:29 - Conclusion Follow Avid Sibelius:",https://www.youtube.com/watch?v=qSACd0ACxiU,2026-05-07,,,,1:48,1006
Video,Seen at NAB 2026 - Wolftech's upcoming iNEWS Integration,Seen at NAB 2026 - Wolftech's upcoming iNEWS Integration,https://www.youtube.com/watch?v=cffdVS461PQ,2026-04-23,,,,1:50,469
Video,"Rock solid, lightning-fast performance, with a refreshed look - Check out the new iNEWS client","Rock solid, lightning-fast performance, with a refreshed look - Check out the new iNEWS client",https://www.youtube.com/watch?v=QRzFgVFyiVk,2025-01-28,,,,0:19,712
Video,"""Backrooms"" editor Greg Ng joins The Rough Cut to discuss cutting Kane Parsons' film","""Backrooms"" editor Greg Ng joins The Rough Cut to discuss cutting a film built around liminal spaces, analog horror, and slow-burn tension",https://www.youtube.com/watch?v=fLpmtmlRNm0,2026-06-22,,,,0:34,1141
Video,Pro Tools Mix Tip Otis McDonald,Pro Tools Mix Tip Otis McDonald,https://www.youtube.com/watch?v=FAruHYo834A,2026-06-21,,,,0:17,567
Video,MediaCentral - Rundown app now offers more iNEWS timing options functionalities,MediaCentral - Rundown app now offers more iNEWS timing options functionalities youtu.be/OwgJOZN67Ww,https://www.youtube.com/watch?v=LZgfPPDLtMc,2024-02-25,,,,0:17,179
Video,Pro Tattools Vinny Sousa,Pro Tattools Vinny Sousa,https://www.youtube.com/watch?v=V1ExAW3NAO8,2026-06-20,,,,0:08,331
Video,Sync multiple camera angles and switch shots easily for faster editing in Avid Media Composer,"Sync multiple camera angles, create a multicam sequence, and switch shots easily for faster editing in Avid Media Composer",https://www.youtube.com/watch?v=icPjws6Egb4,2026-06-19,,,,1:11,65
Video,Foley: from ice to hooves Zoltán Monori,Foley: from ice to hooves Zoltán Monori,https://www.youtube.com/watch?v=470ReJIX6Ak,2026-06-19,,,,0:20,736
Video,- The Fall Guy Elísabet Ronaldsdóttir,- The Fall Guy Elísabet Ronaldsdóttir,https://www.youtube.com/watch?v=SyWZDLjAjA4,2026-06-18,,,,0:12,53
